experiment_id,time_interval,lot1_stop_loss,lot2_stop_loss,lot3_stop_loss,mdd,total_pnl,risk_adjusted_return,take_profit_mode,take_profit
10:3010:32_L1SL15_L2SL15_L3SL15_RangeBoundary,10:30-10:32,15,15,15,-390.0,2334.0,5.984615384615385,range_boundary,
10:3010:32_L1SL15_L2SL15_L3SL15_TP40,10:30-10:32,15,15,15,-660.0,2475.0,3.75,,40.0
10:3010:32_L1SL15_L2SL15_L3SL15_TP50,10:30-10:32,15,15,15,-675.0,2040.0,3.022222222222222,,50.0
10:3010:32_L1SL15_L2SL15_L3SL15_TP60,10:30-10:32,15,15,15,-585.0,2283.0,3.9025641025641025,,60.0
10:3010:32_L1SL15_L2SL15_L3SL15_TP70,10:30-10:32,15,15,15,-780.0,2463.0,3.1576923076923076,,70.0
10:3010:32_L1SL15_L2SL15_L3SL15_TP80,10:30-10:32,15,15,15,-1140.0,2688.0,2.357894736842105,,80.0
10:3010:32_L1SL15_L2SL15_L3SL20_RangeBoundary,10:30-10:32,15,15,20,-440.0,2489.0,5.656818181818182,range_boundary,
10:3010:32_L1SL15_L2SL15_L3SL20_TP40,10:30-10:32,15,15,20,-640.0,2590.0,4.046875,,40.0
10:3010:32_L1SL15_L2SL15_L3SL20_TP50,10:30-10:32,15,15,20,-701.0,2159.0,3.079885877318117,,50.0
10:3010:32_L1SL15_L2SL15_L3SL20_TP60,10:30-10:32,15,15,20,-601.0,2392.0,3.9800332778702163,,60.0
10:3010:32_L1SL15_L2SL15_L3SL20_TP70,10:30-10:32,15,15,20,-771.0,2542.0,3.2970168612191957,,70.0
10:3010:32_L1SL15_L2SL15_L3SL20_TP80,10:30-10:32,15,15,20,-1091.0,2822.0,2.5866177818515124,,80.0
10:3010:32_L1SL15_L2SL15_L3SL25_RangeBoundary,10:30-10:32,15,15,25,-499.0,2343.0,4.695390781563126,range_boundary,
10:3010:32_L1SL15_L2SL15_L3SL25_TP40,10:30-10:32,15,15,25,-665.0,2480.0,3.7293233082706765,,40.0
10:3010:32_L1SL15_L2SL15_L3SL25_TP50,10:30-10:32,15,15,25,-741.0,1969.0,2.657219973009447,,50.0
10:3010:32_L1SL15_L2SL15_L3SL25_TP60,10:30-10:32,15,15,25,-636.0,2217.0,3.4858490566037736,,60.0
10:3010:32_L1SL15_L2SL15_L3SL25_TP70,10:30-10:32,15,15,25,-796.0,2287.0,2.8731155778894473,,70.0
10:3010:32_L1SL15_L2SL15_L3SL25_TP80,10:30-10:32,15,15,25,-1128.0,2605.0,2.3093971631205674,,80.0
10:3010:32_L1SL15_L2SL15_L3SL30_RangeBoundary,10:30-10:32,15,15,30,-564.0,2490.0,4.414893617021277,range_boundary,
10:3010:32_L1SL15_L2SL15_L3SL30_TP40,10:30-10:32,15,15,30,-718.0,2452.0,3.415041782729805,,40.0
10:3010:32_L1SL15_L2SL15_L3SL30_TP50,10:30-10:32,15,15,30,-708.0,1880.0,2.6553672316384183,,50.0
10:3010:32_L1SL15_L2SL15_L3SL30_TP60,10:30-10:32,15,15,30,-628.0,2143.0,3.412420382165605,,60.0
10:3010:32_L1SL15_L2SL15_L3SL30_TP70,10:30-10:32,15,15,30,-731.0,2247.0,3.073871409028728,,70.0
10:3010:32_L1SL15_L2SL15_L3SL30_TP80,10:30-10:32,15,15,30,-1030.0,2628.0,2.5514563106796118,,80.0
10:3010:32_L1SL15_L2SL15_L3SL45_RangeBoundary,10:30-10:32,15,15,45,-598.0,2349.0,3.92809364548495,range_boundary,
10:3010:32_L1SL15_L2SL15_L3SL45_TP40,10:30-10:32,15,15,45,-725.0,2404.0,3.3158620689655174,,40.0
10:3010:32_L1SL15_L2SL15_L3SL45_TP50,10:30-10:32,15,15,45,-797.0,1893.0,2.3751568381430364,,50.0
10:3010:32_L1SL15_L2SL15_L3SL45_TP60,10:30-10:32,15,15,45,-707.0,2143.0,3.031117397454031,,60.0
10:3010:32_L1SL15_L2SL15_L3SL45_TP70,10:30-10:32,15,15,45,-892.0,2180.0,2.4439461883408073,,70.0
10:3010:32_L1SL15_L2SL15_L3SL45_TP80,10:30-10:32,15,15,45,-1116.0,2658.0,2.381720430107527,,80.0
10:3010:32_L1SL15_L2SL15_L3SL50_RangeBoundary,10:30-10:32,15,15,50,-638.0,2416.0,3.7868338557993733,range_boundary,
10:3010:32_L1SL15_L2SL15_L3SL50_TP40,10:30-10:32,15,15,50,-770.0,2279.0,2.9597402597402596,,40.0
10:3010:32_L1SL15_L2SL15_L3SL50_TP50,10:30-10:32,15,15,50,-882.0,1838.0,2.0839002267573696,,50.0
10:3010:32_L1SL15_L2SL15_L3SL50_TP60,10:30-10:32,15,15,50,-772.0,2093.0,2.711139896373057,,60.0
10:3010:32_L1SL15_L2SL15_L3SL50_TP70,10:30-10:32,15,15,50,-1002.0,2135.0,2.1307385229540916,,70.0
10:3010:32_L1SL15_L2SL15_L3SL50_TP80,10:30-10:32,15,15,50,-1251.0,2597.0,2.0759392486011192,,80.0
10:3010:32_L1SL15_L2SL15_L3SL55_RangeBoundary,10:30-10:32,15,15,55,-678.0,2459.0,3.6268436578171093,range_boundary,
10:3010:32_L1SL15_L2SL15_L3SL55_TP40,10:30-10:32,15,15,55,-815.0,2277.0,2.7938650306748465,,40.0
10:3010:32_L1SL15_L2SL15_L3SL55_TP50,10:30-10:32,15,15,55,-959.0,1821.0,1.8988529718456726,,50.0
10:3010:32_L1SL15_L2SL15_L3SL55_TP60,10:30-10:32,15,15,55,-864.0,2021.0,2.3391203703703702,,60.0
10:3010:32_L1SL15_L2SL15_L3SL55_TP70,10:30-10:32,15,15,55,-1097.0,2058.0,1.8760255241567914,,70.0
10:3010:32_L1SL15_L2SL15_L3SL55_TP80,10:30-10:32,15,15,55,-1371.0,2530.0,1.8453683442742523,,80.0
10:3010:32_L1SL15_L2SL15_L3SL60_RangeBoundary,10:30-10:32,15,15,60,-593.0,2727.0,4.598650927487353,range_boundary,
10:3010:32_L1SL15_L2SL15_L3SL60_TP40,10:30-10:32,15,15,60,-696.0,2530.0,3.6350574712643677,,40.0
10:3010:32_L1SL15_L2SL15_L3SL60_TP50,10:30-10:32,15,15,60,-1039.0,2012.0,1.9364773820981713,,50.0
10:3010:32_L1SL15_L2SL15_L3SL60_TP60,10:30-10:32,15,15,60,-959.0,2177.0,2.27007299270073,,60.0
10:3010:32_L1SL15_L2SL15_L3SL60_TP70,10:30-10:32,15,15,60,-1197.0,2214.0,1.849624060150376,,70.0
10:3010:32_L1SL15_L2SL15_L3SL60_TP80,10:30-10:32,15,15,60,-1496.0,2662.0,1.7794117647058822,,80.0
10:3010:32_L1SL15_L2SL15_L3SL65_RangeBoundary,10:30-10:32,15,15,65,-643.0,2532.0,3.9377916018662518,range_boundary,
10:3010:32_L1SL15_L2SL15_L3SL65_TP40,10:30-10:32,15,15,65,-731.0,2285.0,3.1258549931600546,,40.0
10:3010:32_L1SL15_L2SL15_L3SL65_TP50,10:30-10:32,15,15,65,-1119.0,1837.0,1.6416443252904378,,50.0
10:3010:32_L1SL15_L2SL15_L3SL65_TP60,10:30-10:32,15,15,65,-1054.0,1987.0,1.8851992409867173,,60.0
10:3010:32_L1SL15_L2SL15_L3SL65_TP70,10:30-10:32,15,15,65,-1297.0,2014.0,1.5528141865844256,,70.0
10:3010:32_L1SL15_L2SL15_L3SL65_TP80,10:30-10:32,15,15,65,-1621.0,2472.0,1.5249845774213449,,80.0
10:3010:32_L1SL15_L2SL15_L3SL70_RangeBoundary,10:30-10:32,15,15,70,-693.0,2377.0,3.43001443001443,range_boundary,
10:3010:32_L1SL15_L2SL15_L3SL70_TP40,10:30-10:32,15,15,70,-726.0,2106.0,2.9008264462809916,,40.0
10:3010:32_L1SL15_L2SL15_L3SL70_TP50,10:30-10:32,15,15,70,-1199.0,1618.0,1.3494578815679734,,50.0
10:3010:32_L1SL15_L2SL15_L3SL70_TP60,10:30-10:32,15,15,70,-1149.0,1743.0,1.516971279373368,,60.0
10:3010:32_L1SL15_L2SL15_L3SL70_TP70,10:30-10:32,15,15,70,-1397.0,1750.0,1.2526843235504652,,70.0
10:3010:32_L1SL15_L2SL15_L3SL70_TP80,10:30-10:32,15,15,70,-1746.0,2208.0,1.2646048109965635,,80.0
10:3010:32_L1SL15_L2SL20_L3SL20_RangeBoundary,10:30-10:32,15,20,20,-499.0,2644.0,5.298597194388778,range_boundary,
10:3010:32_L1SL15_L2SL20_L3SL20_TP40,10:30-10:32,15,20,20,-645.0,2705.0,4.1937984496124034,,40.0
10:3010:32_L1SL15_L2SL20_L3SL20_TP50,10:30-10:32,15,20,20,-736.0,2278.0,3.095108695652174,,50.0
10:3010:32_L1SL15_L2SL20_L3SL20_TP60,10:30-10:32,15,20,20,-626.0,2501.0,3.9952076677316293,,60.0
10:3010:32_L1SL15_L2SL20_L3SL20_TP70,10:30-10:32,15,20,20,-791.0,2621.0,3.313527180783818,,70.0
10:3010:32_L1SL15_L2SL20_L3SL20_TP80,10:30-10:32,15,20,20,-1066.0,2956.0,2.772983114446529,,80.0
10:3010:32_L1SL15_L2SL20_L3SL25_RangeBoundary,10:30-10:32,15,20,25,-594.0,2498.0,4.205387205387205,range_boundary,
10:3010:32_L1SL15_L2SL20_L3SL25_TP40,10:30-10:32,15,20,25,-665.0,2595.0,3.9022556390977443,,40.0
10:3010:32_L1SL15_L2SL20_L3SL25_TP50,10:30-10:32,15,20,25,-776.0,2088.0,2.6907216494845363,,50.0
10:3010:32_L1SL15_L2SL20_L3SL25_TP60,10:30-10:32,15,20,25,-656.0,2326.0,3.5457317073170733,,60.0
10:3010:32_L1SL15_L2SL20_L3SL25_TP70,10:30-10:32,15,20,25,-836.0,2366.0,2.8301435406698565,,70.0
10:3010:32_L1SL15_L2SL20_L3SL25_TP80,10:30-10:32,15,20,25,-1091.0,2739.0,2.5105407882676443,,80.0
10:3010:32_L1SL15_L2SL20_L3SL30_RangeBoundary,10:30-10:32,15,20,30,-659.0,2645.0,4.013657056145675,range_boundary,
10:3010:32_L1SL15_L2SL20_L3SL30_TP40,10:30-10:32,15,20,30,-713.0,2567.0,3.6002805049088358,,40.0
10:3010:32_L1SL15_L2SL20_L3SL30_TP50,10:30-10:32,15,20,30,-738.0,1999.0,2.7086720867208673,,50.0
10:3010:32_L1SL15_L2SL20_L3SL30_TP60,10:30-10:32,15,20,30,-648.0,2252.0,3.4753086419753085,,60.0
10:3010:32_L1SL15_L2SL20_L3SL30_TP70,10:30-10:32,15,20,30,-850.0,2326.0,2.736470588235294,,70.0
10:3010:32_L1SL15_L2SL20_L3SL30_TP80,10:30-10:32,15,20,30,-1010.0,2762.0,2.734653465346535,,80.0
10:3010:32_L1SL15_L2SL20_L3SL45_RangeBoundary,10:30-10:32,15,20,45,-673.0,2504.0,3.7206537890044578,range_boundary,
10:3010:32_L1SL15_L2SL20_L3SL45_TP40,10:30-10:32,15,20,45,-780.0,2519.0,3.2294871794871796,,40.0
10:3010:32_L1SL15_L2SL20_L3SL45_TP50,10:30-10:32,15,20,45,-832.0,2012.0,2.418269230769231,,50.0
10:3010:32_L1SL15_L2SL20_L3SL45_TP60,10:30-10:32,15,20,45,-760.0,2252.0,2.963157894736842,,60.0
10:3010:32_L1SL15_L2SL20_L3SL45_TP70,10:30-10:32,15,20,45,-932.0,2259.0,2.4238197424892705,,70.0
10:3010:32_L1SL15_L2SL20_L3SL45_TP80,10:30-10:32,15,20,45,-1096.0,2792.0,2.5474452554744524,,80.0
10:3010:32_L1SL15_L2SL20_L3SL50_RangeBoundary,10:30-10:32,15,20,50,-688.0,2571.0,3.7369186046511627,range_boundary,
10:3010:32_L1SL15_L2SL20_L3SL50_TP40,10:30-10:32,15,20,50,-825.0,2394.0,2.901818181818182,,40.0
10:3010:32_L1SL15_L2SL20_L3SL50_TP50,10:30-10:32,15,20,50,-917.0,1957.0,2.134133042529989,,50.0
10:3010:32_L1SL15_L2SL20_L3SL50_TP60,10:30-10:32,15,20,50,-805.0,2202.0,2.7354037267080744,,60.0
10:3010:32_L1SL15_L2SL20_L3SL50_TP70,10:30-10:32,15,20,50,-1042.0,2214.0,2.124760076775432,,70.0
10:3010:32_L1SL15_L2SL20_L3SL50_TP80,10:30-10:32,15,20,50,-1231.0,2731.0,2.2185215272136474,,80.0
10:3010:32_L1SL15_L2SL20_L3SL55_RangeBoundary,10:30-10:32,15,20,55,-728.0,2614.0,3.590659340659341,range_boundary,
10:3010:32_L1SL15_L2SL20_L3SL55_TP40,10:30-10:32,15,20,55,-870.0,2392.0,2.749425287356322,,40.0
10:3010:32_L1SL15_L2SL20_L3SL55_TP50,10:30-10:32,15,20,55,-994.0,1940.0,1.9517102615694164,,50.0
10:3010:32_L1SL15_L2SL20_L3SL55_TP60,10:30-10:32,15,20,55,-850.0,2130.0,2.5058823529411764,,60.0
10:3010:32_L1SL15_L2SL20_L3SL55_TP70,10:30-10:32,15,20,55,-1137.0,2137.0,1.8795074758135444,,70.0
10:3010:32_L1SL15_L2SL20_L3SL55_TP80,10:30-10:32,15,20,55,-1351.0,2664.0,1.9718726868985936,,80.0
10:3010:32_L1SL15_L2SL20_L3SL60_RangeBoundary,10:30-10:32,15,20,60,-653.0,2882.0,4.413476263399693,range_boundary,
10:3010:32_L1SL15_L2SL20_L3SL60_TP40,10:30-10:32,15,20,60,-751.0,2645.0,3.5219707057256993,,40.0
10:3010:32_L1SL15_L2SL20_L3SL60_TP50,10:30-10:32,15,20,60,-1074.0,2131.0,1.984171322160149,,50.0
10:3010:32_L1SL15_L2SL20_L3SL60_TP60,10:30-10:32,15,20,60,-934.0,2286.0,2.4475374732334045,,60.0
10:3010:32_L1SL15_L2SL20_L3SL60_TP70,10:30-10:32,15,20,60,-1237.0,2293.0,1.8536782538399352,,70.0
10:3010:32_L1SL15_L2SL20_L3SL60_TP80,10:30-10:32,15,20,60,-1476.0,2796.0,1.8943089430894309,,80.0
10:3010:32_L1SL15_L2SL20_L3SL65_RangeBoundary,10:30-10:32,15,20,65,-703.0,2687.0,3.822190611664296,range_boundary,
10:3010:32_L1SL15_L2SL20_L3SL65_TP40,10:30-10:32,15,20,65,-786.0,2400.0,3.053435114503817,,40.0
10:3010:32_L1SL15_L2SL20_L3SL65_TP50,10:30-10:32,15,20,65,-1154.0,1956.0,1.6949740034662044,,50.0
10:3010:32_L1SL15_L2SL20_L3SL65_TP60,10:30-10:32,15,20,65,-1024.0,2096.0,2.046875,,60.0
10:3010:32_L1SL15_L2SL20_L3SL65_TP70,10:30-10:32,15,20,65,-1337.0,2093.0,1.5654450261780104,,70.0
10:3010:32_L1SL15_L2SL20_L3SL65_TP80,10:30-10:32,15,20,65,-1601.0,2606.0,1.6277326670830732,,80.0
10:3010:32_L1SL15_L2SL20_L3SL70_RangeBoundary,10:30-10:32,15,20,70,-753.0,2532.0,3.362549800796813,range_boundary,
10:3010:32_L1SL15_L2SL20_L3SL70_TP40,10:30-10:32,15,20,70,-781.0,2221.0,2.843790012804097,,40.0
10:3010:32_L1SL15_L2SL20_L3SL70_TP50,10:30-10:32,15,20,70,-1234.0,1737.0,1.407617504051864,,50.0
10:3010:32_L1SL15_L2SL20_L3SL70_TP60,10:30-10:32,15,20,70,-1114.0,1852.0,1.6624775583482945,,60.0
10:3010:32_L1SL15_L2SL20_L3SL70_TP70,10:30-10:32,15,20,70,-1437.0,1829.0,1.2727905358385525,,70.0
10:3010:32_L1SL15_L2SL20_L3SL70_TP80,10:30-10:32,15,20,70,-1726.0,2342.0,1.3568945538818076,,80.0
10:3010:32_L1SL15_L2SL25_L3SL25_RangeBoundary,10:30-10:32,15,25,25,-689.0,2352.0,3.4136429608127723,range_boundary,
10:3010:32_L1SL15_L2SL25_L3SL25_TP40,10:30-10:32,15,25,25,-685.0,2485.0,3.627737226277372,,40.0
10:3010:32_L1SL15_L2SL25_L3SL25_TP50,10:30-10:32,15,25,25,-816.0,1898.0,2.325980392156863,,50.0
10:3010:32_L1SL15_L2SL25_L3SL25_TP60,10:30-10:32,15,25,25,-696.0,2151.0,3.0905172413793105,,60.0
10:3010:32_L1SL15_L2SL25_L3SL25_TP70,10:30-10:32,15,25,25,-881.0,2111.0,2.3961407491486946,,70.0
10:3010:32_L1SL15_L2SL25_L3SL25_TP80,10:30-10:32,15,25,25,-1143.0,2522.0,2.2064741907261594,,80.0
10:3010:32_L1SL15_L2SL25_L3SL30_RangeBoundary,10:30-10:32,15,25,30,-754.0,2499.0,3.3143236074270557,range_boundary,
10:3010:32_L1SL15_L2SL25_L3SL30_TP40,10:30-10:32,15,25,30,-733.0,2457.0,3.3519781718963166,,40.0
10:3010:32_L1SL15_L2SL25_L3SL30_TP50,10:30-10:32,15,25,30,-780.0,1809.0,2.3192307692307694,,50.0
10:3010:32_L1SL15_L2SL25_L3SL30_TP60,10:30-10:32,15,25,30,-658.0,2077.0,3.1565349544072947,,60.0
10:3010:32_L1SL15_L2SL25_L3SL30_TP70,10:30-10:32,15,25,30,-980.0,2071.0,2.113265306122449,,70.0
10:3010:32_L1SL15_L2SL25_L3SL30_TP80,10:30-10:32,15,25,30,-1065.0,2545.0,2.3896713615023475,,80.0
10:3010:32_L1SL15_L2SL25_L3SL45_RangeBoundary,10:30-10:32,15,25,45,-768.0,2358.0,3.0703125,range_boundary,
10:3010:32_L1SL15_L2SL25_L3SL45_TP40,10:30-10:32,15,25,45,-770.0,2409.0,3.1285714285714286,,40.0
10:3010:32_L1SL15_L2SL25_L3SL45_TP50,10:30-10:32,15,25,45,-872.0,1822.0,2.0894495412844036,,50.0
10:3010:32_L1SL15_L2SL25_L3SL45_TP60,10:30-10:32,15,25,45,-767.0,2077.0,2.707953063885267,,60.0
10:3010:32_L1SL15_L2SL25_L3SL45_TP70,10:30-10:32,15,25,45,-1061.0,2004.0,1.888784165881244,,70.0
10:3010:32_L1SL15_L2SL25_L3SL45_TP80,10:30-10:32,15,25,45,-1151.0,2575.0,2.2371850564726325,,80.0
10:3010:32_L1SL15_L2SL25_L3SL50_RangeBoundary,10:30-10:32,15,25,50,-721.0,2425.0,3.363384188626907,range_boundary,
10:3010:32_L1SL15_L2SL25_L3SL50_TP40,10:30-10:32,15,25,50,-815.0,2284.0,2.802453987730061,,40.0
10:3010:32_L1SL15_L2SL25_L3SL50_TP50,10:30-10:32,15,25,50,-957.0,1767.0,1.8463949843260188,,50.0
10:3010:32_L1SL15_L2SL25_L3SL50_TP60,10:30-10:32,15,25,50,-827.0,2027.0,2.4510278113663846,,60.0
10:3010:32_L1SL15_L2SL25_L3SL50_TP70,10:30-10:32,15,25,50,-1087.0,1959.0,1.8022079116835326,,70.0
10:3010:32_L1SL15_L2SL25_L3SL50_TP80,10:30-10:32,15,25,50,-1286.0,2514.0,1.9548989113530326,,80.0
10:3010:32_L1SL15_L2SL25_L3SL55_RangeBoundary,10:30-10:32,15,25,55,-721.0,2468.0,3.423023578363384,range_boundary,
10:3010:32_L1SL15_L2SL25_L3SL55_TP40,10:30-10:32,15,25,55,-860.0,2282.0,2.6534883720930234,,40.0
10:3010:32_L1SL15_L2SL25_L3SL55_TP50,10:30-10:32,15,25,55,-1034.0,1750.0,1.6924564796905222,,50.0
10:3010:32_L1SL15_L2SL25_L3SL55_TP60,10:30-10:32,15,25,55,-887.0,1955.0,2.2040586245772267,,60.0
10:3010:32_L1SL15_L2SL25_L3SL55_TP70,10:30-10:32,15,25,55,-1182.0,1882.0,1.5922165820642977,,70.0
10:3010:32_L1SL15_L2SL25_L3SL55_TP80,10:30-10:32,15,25,55,-1406.0,2447.0,1.740398293029872,,80.0
10:3010:32_L1SL15_L2SL25_L3SL60_RangeBoundary,10:30-10:32,15,25,60,-713.0,2736.0,3.837307152875175,range_boundary,
10:3010:32_L1SL15_L2SL25_L3SL60_TP40,10:30-10:32,15,25,60,-741.0,2535.0,3.4210526315789473,,40.0
10:3010:32_L1SL15_L2SL25_L3SL60_TP50,10:30-10:32,15,25,60,-1114.0,1941.0,1.7423698384201076,,50.0
10:3010:32_L1SL15_L2SL25_L3SL60_TP60,10:30-10:32,15,25,60,-974.0,2111.0,2.1673511293634498,,60.0
10:3010:32_L1SL15_L2SL25_L3SL60_TP70,10:30-10:32,15,25,60,-1282.0,2038.0,1.5897035881435257,,70.0
10:3010:32_L1SL15_L2SL25_L3SL60_TP80,10:30-10:32,15,25,60,-1531.0,2579.0,1.6845199216198563,,80.0
10:3010:32_L1SL15_L2SL25_L3SL65_RangeBoundary,10:30-10:32,15,25,65,-763.0,2541.0,3.330275229357798,range_boundary,
10:3010:32_L1SL15_L2SL25_L3SL65_TP40,10:30-10:32,15,25,65,-776.0,2290.0,2.9510309278350517,,40.0
10:3010:32_L1SL15_L2SL25_L3SL65_TP50,10:30-10:32,15,25,65,-1194.0,1766.0,1.4790619765494137,,50.0
10:3010:32_L1SL15_L2SL25_L3SL65_TP60,10:30-10:32,15,25,65,-1064.0,1921.0,1.8054511278195489,,60.0
10:3010:32_L1SL15_L2SL25_L3SL65_TP70,10:30-10:32,15,25,65,-1382.0,1838.0,1.329956584659913,,70.0
10:3010:32_L1SL15_L2SL25_L3SL65_TP80,10:30-10:32,15,25,65,-1656.0,2389.0,1.442632850241546,,80.0
10:3010:32_L1SL15_L2SL25_L3SL70_RangeBoundary,10:30-10:32,15,25,70,-831.0,2386.0,2.8712394705174487,range_boundary,
10:3010:32_L1SL15_L2SL25_L3SL70_TP40,10:30-10:32,15,25,70,-771.0,2111.0,2.7380025940337225,,40.0
10:3010:32_L1SL15_L2SL25_L3SL70_TP50,10:30-10:32,15,25,70,-1274.0,1547.0,1.2142857142857142,,50.0
10:3010:32_L1SL15_L2SL25_L3SL70_TP60,10:30-10:32,15,25,70,-1159.0,1677.0,1.446937014667817,,60.0
10:3010:32_L1SL15_L2SL25_L3SL70_TP70,10:30-10:32,15,25,70,-1482.0,1574.0,1.0620782726045883,,70.0
10:3010:32_L1SL15_L2SL25_L3SL70_TP80,10:30-10:32,15,25,70,-1781.0,2125.0,1.193149915777653,,80.0
10:3010:32_L1SL15_L2SL30_L3SL30_RangeBoundary,10:30-10:32,15,30,30,-819.0,2646.0,3.230769230769231,range_boundary,
10:3010:32_L1SL15_L2SL30_L3SL30_TP40,10:30-10:32,15,30,30,-783.0,2429.0,3.102171136653895,,40.0
10:3010:32_L1SL15_L2SL30_L3SL30_TP50,10:30-10:32,15,30,30,-900.0,1720.0,1.9111111111111112,,50.0
10:3010:32_L1SL15_L2SL30_L3SL30_TP60,10:30-10:32,15,30,30,-720.0,2003.0,2.7819444444444446,,60.0
10:3010:32_L1SL15_L2SL30_L3SL30_TP70,10:30-10:32,15,30,30,-1110.0,2031.0,1.8297297297297297,,70.0
10:3010:32_L1SL15_L2SL30_L3SL30_TP80,10:30-10:32,15,30,30,-1070.0,2568.0,2.4,,80.0
10:3010:32_L1SL15_L2SL30_L3SL45_RangeBoundary,10:30-10:32,15,30,45,-833.0,2505.0,3.007202881152461,range_boundary,
10:3010:32_L1SL15_L2SL30_L3SL45_TP40,10:30-10:32,15,30,45,-820.0,2381.0,2.903658536585366,,40.0
10:3010:32_L1SL15_L2SL30_L3SL45_TP50,10:30-10:32,15,30,45,-906.0,1733.0,1.9128035320088301,,50.0
10:3010:32_L1SL15_L2SL30_L3SL45_TP60,10:30-10:32,15,30,45,-810.0,2003.0,2.4728395061728397,,60.0
10:3010:32_L1SL15_L2SL30_L3SL45_TP70,10:30-10:32,15,30,45,-1166.0,1964.0,1.6843910806174958,,70.0
10:3010:32_L1SL15_L2SL30_L3SL45_TP80,10:30-10:32,15,30,45,-1156.0,2598.0,2.2474048442906573,,80.0
10:3010:32_L1SL15_L2SL30_L3SL50_RangeBoundary,10:30-10:32,15,30,50,-786.0,2572.0,3.272264631043257,range_boundary,
10:3010:32_L1SL15_L2SL30_L3SL50_TP40,10:30-10:32,15,30,50,-865.0,2256.0,2.608092485549133,,40.0
10:3010:32_L1SL15_L2SL30_L3SL50_TP50,10:30-10:32,15,30,50,-907.0,1678.0,1.8500551267916208,,50.0
10:3010:32_L1SL15_L2SL30_L3SL50_TP60,10:30-10:32,15,30,50,-850.0,1953.0,2.2976470588235296,,60.0
10:3010:32_L1SL15_L2SL30_L3SL50_TP70,10:30-10:32,15,30,50,-1145.0,1919.0,1.6759825327510918,,70.0
10:3010:32_L1SL15_L2SL30_L3SL50_TP80,10:30-10:32,15,30,50,-1291.0,2537.0,1.965143299767622,,80.0
10:3010:32_L1SL15_L2SL30_L3SL55_RangeBoundary,10:30-10:32,15,30,55,-775.0,2615.0,3.3741935483870966,range_boundary,
10:3010:32_L1SL15_L2SL30_L3SL55_TP40,10:30-10:32,15,30,55,-910.0,2254.0,2.476923076923077,,40.0
10:3010:32_L1SL15_L2SL30_L3SL55_TP50,10:30-10:32,15,30,55,-984.0,1661.0,1.6880081300813008,,50.0
10:3010:32_L1SL15_L2SL30_L3SL55_TP60,10:30-10:32,15,30,55,-890.0,1881.0,2.113483146067416,,60.0
10:3010:32_L1SL15_L2SL30_L3SL55_TP70,10:30-10:32,15,30,55,-1132.0,1842.0,1.627208480565371,,70.0
10:3010:32_L1SL15_L2SL30_L3SL55_TP80,10:30-10:32,15,30,55,-1411.0,2470.0,1.7505315379163713,,80.0
10:3010:32_L1SL15_L2SL30_L3SL60_RangeBoundary,10:30-10:32,15,30,60,-773.0,2883.0,3.7296248382923674,range_boundary,
10:3010:32_L1SL15_L2SL30_L3SL60_TP40,10:30-10:32,15,30,60,-791.0,2507.0,3.1694058154235147,,40.0
10:3010:32_L1SL15_L2SL30_L3SL60_TP50,10:30-10:32,15,30,60,-1064.0,1852.0,1.7406015037593985,,50.0
10:3010:32_L1SL15_L2SL30_L3SL60_TP60,10:30-10:32,15,30,60,-914.0,2037.0,2.228665207877462,,60.0
10:3010:32_L1SL15_L2SL30_L3SL60_TP70,10:30-10:32,15,30,60,-1217.0,1998.0,1.6417419884963025,,70.0
10:3010:32_L1SL15_L2SL30_L3SL60_TP80,10:30-10:32,15,30,60,-1536.0,2602.0,1.6940104166666667,,80.0
10:3010:32_L1SL15_L2SL30_L3SL65_RangeBoundary,10:30-10:32,15,30,65,-836.0,2688.0,3.215311004784689,range_boundary,
10:3010:32_L1SL15_L2SL30_L3SL65_TP40,10:30-10:32,15,30,65,-826.0,2262.0,2.738498789346247,,40.0
10:3010:32_L1SL15_L2SL30_L3SL65_TP50,10:30-10:32,15,30,65,-1144.0,1677.0,1.4659090909090908,,50.0
10:3010:32_L1SL15_L2SL30_L3SL65_TP60,10:30-10:32,15,30,65,-1009.0,1847.0,1.8305252725470764,,60.0
10:3010:32_L1SL15_L2SL30_L3SL65_TP70,10:30-10:32,15,30,65,-1317.0,1798.0,1.3652239939255884,,70.0
10:3010:32_L1SL15_L2SL30_L3SL65_TP80,10:30-10:32,15,30,65,-1661.0,2412.0,1.452137266706803,,80.0
10:3010:32_L1SL15_L2SL30_L3SL70_RangeBoundary,10:30-10:32,15,30,70,-906.0,2533.0,2.795805739514349,range_boundary,
10:3010:32_L1SL15_L2SL30_L3SL70_TP40,10:30-10:32,15,30,70,-821.0,2083.0,2.5371498172959805,,40.0
