experiment_id,time_interval,lot1_stop_loss,lot2_stop_loss,lot3_stop_loss,mdd,total_pnl,long_pnl,short_pnl,risk_adjusted_return,take_profit_mode,take_profit,lot1_take_profit,lot2_take_profit,lot3_take_profit
10:3010:32_L1SL15_L2SL15_L3SL15_RangeBoundary,10:30-10:32,15,15,15,-390.0,2334.0,0.0,0.0,5.984615384615385,range_boundary,,,,
10:3010:32_L1SL15_L2SL15_L3SL15_TP80,10:30-10:32,15,15,15,-1140.0,2688.0,0.0,0.0,2.357894736842105,,80.0,,,
10:3010:32_L1SL15TP30_L2SL15TP30_L3SL15TP30,10:30-10:32,15,15,15,-360.0,2655.0,0.0,0.0,7.375,,,30.0,30.0,30.0
10:3010:32_L1SL15TP30_L2SL15TP30_L3SL15TP40,10:30-10:32,15,15,15,-430.0,2595.0,0.0,0.0,6.034883720930233,,,30.0,30.0,40.0
10:3010:32_L1SL15TP30_L2SL15TP30_L3SL15TP50,10:30-10:32,15,15,15,-410.0,2450.0,0.0,0.0,5.975609756097561,,,30.0,30.0,50.0
10:3010:32_L1SL15TP30_L2SL15TP40_L3SL15TP30,10:30-10:32,15,15,15,-430.0,2595.0,0.0,0.0,6.034883720930233,,,30.0,40.0,30.0
10:3010:32_L1SL15TP30_L2SL15TP40_L3SL15TP40,10:30-10:32,15,15,15,-545.0,2535.0,0.0,0.0,4.651376146788991,,,30.0,40.0,40.0
10:3010:32_L1SL15TP30_L2SL15TP40_L3SL15TP50,10:30-10:32,15,15,15,-525.0,2390.0,0.0,0.0,4.552380952380952,,,30.0,40.0,50.0
10:3010:32_L1SL15TP30_L2SL15TP50_L3SL15TP30,10:30-10:32,15,15,15,-410.0,2450.0,0.0,0.0,5.975609756097561,,,30.0,50.0,30.0
10:3010:32_L1SL15TP30_L2SL15TP50_L3SL15TP40,10:30-10:32,15,15,15,-525.0,2390.0,0.0,0.0,4.552380952380952,,,30.0,50.0,40.0
10:3010:32_L1SL15TP30_L2SL15TP50_L3SL15TP50,10:30-10:32,15,15,15,-505.0,2245.0,0.0,0.0,4.445544554455446,,,30.0,50.0,50.0
10:3010:32_L1SL15TP40_L2SL15TP30_L3SL15TP30,10:30-10:32,15,15,15,-430.0,2595.0,0.0,0.0,6.034883720930233,,,40.0,30.0,30.0
10:3010:32_L1SL15TP40_L2SL15TP30_L3SL15TP40,10:30-10:32,15,15,15,-545.0,2535.0,0.0,0.0,4.651376146788991,,,40.0,30.0,40.0
10:3010:32_L1SL15TP40_L2SL15TP30_L3SL15TP50,10:30-10:32,15,15,15,-525.0,2390.0,0.0,0.0,4.552380952380952,,,40.0,30.0,50.0
10:3010:32_L1SL15TP40_L2SL15TP40_L3SL15TP30,10:30-10:32,15,15,15,-545.0,2535.0,0.0,0.0,4.651376146788991,,,40.0,40.0,30.0
10:3010:32_L1SL15TP40_L2SL15TP40_L3SL15TP40,10:30-10:32,15,15,15,-660.0,2475.0,0.0,0.0,3.75,,,40.0,40.0,40.0
10:3010:32_L1SL15TP40_L2SL15TP40_L3SL15TP50,10:30-10:32,15,15,15,-640.0,2330.0,0.0,0.0,3.640625,,,40.0,40.0,50.0
10:3010:32_L1SL15TP40_L2SL15TP50_L3SL15TP30,10:30-10:32,15,15,15,-525.0,2390.0,0.0,0.0,4.552380952380952,,,40.0,50.0,30.0
10:3010:32_L1SL15TP40_L2SL15TP50_L3SL15TP40,10:30-10:32,15,15,15,-640.0,2330.0,0.0,0.0,3.640625,,,40.0,50.0,40.0
10:3010:32_L1SL15TP40_L2SL15TP50_L3SL15TP50,10:30-10:32,15,15,15,-620.0,2185.0,0.0,0.0,3.524193548387097,,,40.0,50.0,50.0
10:3010:32_L1SL15TP50_L2SL15TP30_L3SL15TP30,10:30-10:32,15,15,15,-410.0,2450.0,0.0,0.0,5.975609756097561,,,50.0,30.0,30.0
10:3010:32_L1SL15TP50_L2SL15TP30_L3SL15TP40,10:30-10:32,15,15,15,-525.0,2390.0,0.0,0.0,4.552380952380952,,,50.0,30.0,40.0
10:3010:32_L1SL15TP50_L2SL15TP30_L3SL15TP50,10:30-10:32,15,15,15,-505.0,2245.0,0.0,0.0,4.445544554455446,,,50.0,30.0,50.0
10:3010:32_L1SL15TP50_L2SL15TP40_L3SL15TP30,10:30-10:32,15,15,15,-525.0,2390.0,0.0,0.0,4.552380952380952,,,50.0,40.0,30.0
